V1 V2 V3 V4
so_Omon_CanESM5_ssp119_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp119_r1i1p1f1_gn_201501-202012.nc SHA256 9d29aabac93fedb6d2bff843f9a646c60f6258b48d83cc399b3c2b3f5bd26472
so_Omon_CanESM5_ssp126_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp126_r1i1p1f1_gn_201501-202012.nc SHA256 81a517f0e9322a5c28000b856399f9e8a0fb86d5edc8e3f3578f94c1b76b614a
so_Omon_CanESM5_ssp245_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp245_r1i1p1f1_gn_201501-202012.nc SHA256 5bcf84e722a7065ae79f52d2c65a4263599ca490a16e373b9752fc4d62060307
so_Omon_CanESM5_ssp370_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp370/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp370_r1i1p1f1_gn_201501-202012.nc SHA256 e444765f3b927c8b083592e605a6136f764a589f5d389e1ceedc468a94495e66
so_Omon_CanESM5_ssp434_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp434/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp434_r1i1p1f1_gn_201501-202012.nc SHA256 dc23ee4fdf1e8b9361770f5c9ff373e1f6be9ca2df66a1bc84204545d4b2f2a9
so_Omon_CanESM5_ssp460_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp460/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp460_r1i1p1f1_gn_201501-202012.nc SHA256 838f2e31e6b90997eca9c68481bc95a00fcff5d842113546c72f0a382caf7364
so_Omon_CanESM5_ssp585_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp585/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5_ssp585_r1i1p1f1_gn_201501-202012.nc SHA256 206cf461b2afcb17af2472c972d6e9258458b36b59101a554db03aa1cdc2ebe4
so_Omon_NESM3_ssp126_r1i1p1f1_gn_201501-204012.nc http://esg.lasg.ac.cn/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NUIST/NESM3/ssp126/r1i1p1f1/Omon/so/gn/v20190731/so_Omon_NESM3_ssp126_r1i1p1f1_gn_201501-204012.nc SHA256 ecec8ac0c779d32e302807476ee71eb48f90b3056779fc0493b92863dc155eaf
so_Omon_NESM3_ssp245_r1i1p1f1_gn_201501-204012.nc http://esg.lasg.ac.cn/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NUIST/NESM3/ssp245/r1i1p1f1/Omon/so/gn/v20190731/so_Omon_NESM3_ssp245_r1i1p1f1_gn_201501-204012.nc SHA256 8c230d33d193d2a8a7258fa4a4df23993263d1d12d9bc0c7ca0f701ab7c9e385
so_Omon_NESM3_ssp585_r1i1p1f1_gn_201501-204012.nc http://esg.lasg.ac.cn/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NUIST/NESM3/ssp585/r1i1p1f1/Omon/so/gn/v20190731/so_Omon_NESM3_ssp585_r1i1p1f1_gn_201501-204012.nc SHA256 62a19aa1bbe61b007f3f77ce73d794b9cb804f430d5bc164e17112072d366ac7
so_Omon_E3SM-1-0_ssp585_r1i1p1f1_gr_201501-202412.nc https://esgf-data2.llnl.gov/thredds/fileServer/user_pub_work/CMIP6/ScenarioMIP/E3SM-Project/E3SM-1-0/ssp585/r1i1p1f1/Omon/so/gr/v20220608/so_Omon_E3SM-1-0_ssp585_r1i1p1f1_gr_201501-202412.nc SHA256 bc5d070d0c4a7017f1458d6178e7b8c33e788c75ef345d1145a161e7044c0ffa
so_Omon_CIESM_ssp126_r1i1p1f1_gn_201501-206412.nc https://cmip.dess.tsinghua.edu.cn/thredds/fileServer/esg_dataroot/esg/DRS/ocn/CMIP6/ScenarioMIP/THU/CIESM/ssp126/r1i1p1f1/Omon/so/gn/v20200220/so_Omon_CIESM_ssp126_r1i1p1f1_gn_201501-206412.nc SHA256 6c3a3751e36977a785deccb77f9c4b975eefb3c3bb8345dfd89be67cd8b7b208
so_Omon_CIESM_ssp245_r1i1p1f1_gn_201501-206412.nc https://cmip.dess.tsinghua.edu.cn/thredds/fileServer/esg_dataroot/esg/DRS/ocn/CMIP6/ScenarioMIP/THU/CIESM/ssp245/r1i1p1f1/Omon/so/gn/v20200220/so_Omon_CIESM_ssp245_r1i1p1f1_gn_201501-206412.nc SHA256 d6634a5ecd9db4b0a3ce5136a647ff01e451d8b9828be1a507bb96bc1da3540e
so_Omon_CIESM_ssp585_r1i1p1f1_gn_201501-206412.nc https://cmip.dess.tsinghua.edu.cn/thredds/fileServer/esg_dataroot/esg/DRS/ocn/CMIP6/ScenarioMIP/THU/CIESM/ssp585/r1i1p1f1/Omon/so/gn/v20200220/so_Omon_CIESM_ssp585_r1i1p1f1_gn_201501-206412.nc SHA256 a8a07c8409e04272b6dcc887a05868372aaab697f5ddf7ce6304f21cf40cc72a
so_Omon_CanESM5-1_ssp119_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp119/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp119_r1i1p1f1_gn_201501-202012.nc SHA256 0049ce6061ee314a1b1102a7fb8ffdaa0865f98e76f4dd6ab82e72dde598515c
so_Omon_CanESM5-1_ssp126_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp126/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp126_r1i1p1f1_gn_201501-202012.nc SHA256 73bef93d3ac9474f4b0f15b32e63b3cd8d77cd249428058375b6dd015ff3d4c3
so_Omon_CanESM5-1_ssp245_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp245/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp245_r1i1p1f1_gn_201501-202012.nc SHA256 534b5088e530ee6af48d6b30e994c3daf5b864d6bf5d5d48b511fe742099d04e
so_Omon_CanESM5-1_ssp370_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp370/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp370_r1i1p1f1_gn_201501-202012.nc SHA256 413833c7f0f6b5ff85138dfca29654b2b48c0a441e6c1ca36d413a190cc1c295
so_Omon_CanESM5-1_ssp460_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp460/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp460_r1i1p1f1_gn_201501-202012.nc SHA256 fa9c9384e5db62aec77688c8f65cc05e629531f5ee26d97c3ff79de1fec92b96
so_Omon_CanESM5-1_ssp585_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgH_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp585/r1i1p1f1/Omon/so/gn/v20190429/so_Omon_CanESM5-1_ssp585_r1i1p1f1_gn_201501-202012.nc SHA256 ffd429fc92e4cba948e171de8749484a8a0da65fa1b857e6bb8dbcdf9f562d9c
